,power
,apparent
1640996569,2
1640996570,2
1640996571,2
1640996572,2
1640996573,2
1640996574,2
1640996575,2
1640996576,2
1640996577,2
1640996578,2
1640996579,2
1640996580,2
1640996581,2
1640996582,2
1640996583,2
1640996584,2
1640996585,2
1640996586,2
1640996587,2
1640996588,2
1640996589,2
1640996590,2
1640996591,2
1640996592,2
1640996593,2
1640996594,2
1640996595,2
1640996596,2
1640996597,2
1640996598,2
1640996599,2
1640996600,2
1640996601,2
1640996602,2
1640996603,2
1640996604,2
1640996605,2
1640996606,2
1640996607,2
1640996608,2
1640996609,2
1640996610,2
1640996611,2
1640996612,2
1640996613,2
1640996614,2
1640996615,2
1640996616,2
1640996617,2
1640996618,2
1640996619,2
1640996620,2
1640996621,2
1640996622,2
1640996623,2
1640996624,2
1640996625,2
1640996626,2
1640996627,2
1640996628,2
1640996629,2
1640996630,2
1640996631,2
1640996632,2
1640996633,2
1640996634,2
1640996635,2
1640996636,2
1640996637,2
1640996638,2
1640996639,2
1640996640,2
1640996641,2
1640996642,2
1640996643,2
1640996644,2
1640996645,2
1640996646,2
1640996647,2
1640996648,2
1640996649,2
1640996650,2
1640996651,2
1640996652,2
1640996653,2
1640996654,2
1640996655,2
1640996656,2
1640996657,2
1640996658,2
1640996659,2
1640996660,2
1640996661,2
1640996662,2
1640996663,2
1640996664,2
1640996665,2
1640996666,2
1640996667,2
1640996668,2
1640996669,2
1640996670,2
1640996671,2
1640996672,2
1640996673,2
1640996674,2
1640996675,2
1640996676,2
1640996677,2
1640996678,2
1640996679,2
1640996680,2
1640996681,2
1640996682,2
1640996683,2
1640996684,2
1640996685,2
1640996686,2
1640996687,2
1640996688,2
1640996689,2
1640996690,2
1640996691,2
1640996692,2
1640996693,2
1640996694,2
1640996695,2
1640996696,2
1640996697,2
1640996698,2
1640996699,2
1640996700,2
1640996701,2
1640996702,2
1640996703,2
1640996704,2
1640996705,2
1640996706,2
1640996707,2
1640996708,2
1640996709,2
1640996710,2
1640996711,2
1640996712,2
1640996713,2
1640996714,2
1640996715,2
1640996716,2
1640996717,2
1640996718,2
1640996719,2
1640996720,2
1640996721,2
1640996722,2
1640996723,2
1640996724,2
1640996725,2
1640996726,2
1640996727,2
1640996728,2
1640996729,2
1640996730,2
1640996731,2
1640996732,2
1640996733,2
1640996734,2
1640996735,2
1640996736,2
1640996737,2
1640996738,2
1640996739,2
1640996740,2
1640996741,2
1640996742,2
1640996743,2
1640996744,2
1640996745,2
1640996746,2
1640996747,2
1640996748,2
1640996749,2
1640996750,2
1640996751,2
1640996752,2
1640996753,2
1640996754,2
1640996755,2
1640996756,2
1640996757,2
1640996758,2
1640996759,2
1640996760,2
1640996761,2
1640996762,2
1640996763,2
1640996764,2
1640996765,2
1640996766,2
